BacV5_Otu_	Size	Taxonomy	k	p	c	o	f	g	s
BacV5_Otu_001708	74	k__Bacteria(100);p__Chloroflexi(86);p__Chloroflexi_unclassified(79);p__Chloroflexi_unclassified(79);p__Chloroflexi_unclassified(79);p__Chloroflexi_unclassified(79);p__Chloroflexi_unclassified(79);	k__Bacteria	p__Chloroflexi	p__Chloroflexi_unclassified	p__Chloroflexi_unclassified	p__Chloroflexi_unclassified	p__Chloroflexi_unclassified	p__Chloroflexi_unclassified
BacV5_Otu_001709	74	k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(100);o__Flavobacteriales(100);f__Flavobacteriaceae(100);g__Flavobacterium(98);g__Flavobacterium_unclassified(98);	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	g__Flavobacterium_unclassified
BacV5_Otu_001710	74	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodobacterales(100);f__Rhodobacteraceae(100);g__Paracoccus(100);s__aminovorans(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__aminovorans
BacV5_Otu_001711	74	k__Bacteria(100);p__Firmicutes(100);c__Clostridia(100);o__Clostridiales(100);f__[Tissierellaceae](100);g__Finegoldia(100);g__Finegoldia_unclassified(100);	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__Finegoldia	g__Finegoldia_unclassified
BacV5_Otu_001712	74	k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);c__Gammaproteobacteria_unclassified(99);c__Gammaproteobacteria_unclassified(99);c__Gammaproteobacteria_unclassified(99);c__Gammaproteobacteria_unclassified(99);	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified	c__Gammaproteobacteria_unclassified
BacV5_Otu_001713	74	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(90);g__Rathayibacter(67);s__caricis(67);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Rathayibacter	s__caricis
BacV5_Otu_001714	74	k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Xanthomonadales(100);f__Xanthomonadaceae(100);g__Arenimonas(99);g__Arenimonas_unclassified(99);	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	g__Arenimonas_unclassified
BacV5_Otu_001715	74	k__Bacteria(100);p__Bacteroidetes(100);p__Bacteroidetes_unclassified(100);p__Bacteroidetes_unclassified(100);p__Bacteroidetes_unclassified(100);p__Bacteroidetes_unclassified(100);p__Bacteroidetes_unclassified(100);	k__Bacteria	p__Bacteroidetes	p__Bacteroidetes_unclassified	p__Bacteroidetes_unclassified	p__Bacteroidetes_unclassified	p__Bacteroidetes_unclassified	p__Bacteroidetes_unclassified
BacV5_Otu_001716	74	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(95);g__Frondihabitans(69);s__cladoniiphilus(63);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Frondihabitans	s__cladoniiphilus
BacV5_Otu_001717	74	k__Bacteria(100);p__Actinobacteria(100);c__MB-A2-108(100);o__0319-7L14(100);o__0319-7L14_unclassified(100);o__0319-7L14_unclassified(100);o__0319-7L14_unclassified(100);	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__0319-7L14	o__0319-7L14_unclassified	o__0319-7L14_unclassified	o__0319-7L14_unclassified
BacV5_Otu_001718	74	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__MND1(100);o__MND1_unclassified(100);o__MND1_unclassified(100);o__MND1_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__MND1	o__MND1_unclassified	o__MND1_unclassified	o__MND1_unclassified
BacV5_Otu_001719	74	k__Bacteria(100);p__Actinobacteria(100);c__Acidimicrobiia(100);o__Acidimicrobiales(100);f__C111(100);f__C111_unclassified(100);f__C111_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	f__C111_unclassified	f__C111_unclassified
BacV5_Otu_001721	73	k__Bacteria(100);p__Chloroflexi(99);c__S085(99);c__S085_unclassified(99);c__S085_unclassified(99);c__S085_unclassified(99);c__S085_unclassified(99);	k__Bacteria	p__Chloroflexi	c__S085	c__S085_unclassified	c__S085_unclassified	c__S085_unclassified	c__S085_unclassified
BacV5_Otu_001722	73	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Nocardioides(100);s__plantarum(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Nocardioides	s__plantarum
BacV5_Otu_001724	73	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Acetobacteraceae(100);g__Roseomonas(100);g__Roseomonas_unclassified(54);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Roseomonas	g__Roseomonas_unclassified
BacV5_Otu_001728	73	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(98);g__Nocardioides(88);s__jensenii(85);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Nocardioides	s__jensenii
BacV5_Otu_001729	73	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);g__Sphingomonas_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_001730	73	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);f__Nocardioidaceae_unclassified(64);f__Nocardioidaceae_unclassified(64);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	f__Nocardioidaceae_unclassified	f__Nocardioidaceae_unclassified
BacV5_Otu_001731	73	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);s__chondroitinus(58);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__chondroitinus
BacV5_Otu_001732	73	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);g__Sphingomonas_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_001733	73	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Pseudonocardiaceae(100);g__Pseudonocardia(100);g__Pseudonocardia_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Pseudonocardiaceae	g__Pseudonocardia	g__Pseudonocardia_unclassified
BacV5_Otu_001734	73	k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(100);o__Flavobacteriales(100);f__[Weeksellaceae](100);g__Chryseobacterium(64);g__Chryseobacterium_unclassified(64);	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__[Weeksellaceae]	g__Chryseobacterium	g__Chryseobacterium_unclassified
BacV5_Otu_001735	73	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Solirubrobacterales(100);o__Solirubrobacterales_unclassified(100);o__Solirubrobacterales_unclassified(100);o__Solirubrobacterales_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified
BacV5_Otu_001736	73	k__Bacteria(100);k__Bacteria_unclassified(57);k__Bacteria_unclassified(57);k__Bacteria_unclassified(57);k__Bacteria_unclassified(57);k__Bacteria_unclassified(57);k__Bacteria_unclassified(57);	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_001737	73	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Nocardioides(100);g__Nocardioides_unclassified(99);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Nocardioides	g__Nocardioides_unclassified
BacV5_Otu_001738	73	k__Bacteria(100);k__Bacteria_unclassified(92);k__Bacteria_unclassified(92);k__Bacteria_unclassified(92);k__Bacteria_unclassified(92);k__Bacteria_unclassified(92);k__Bacteria_unclassified(92);	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_001740	73	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(94);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001741	73	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(100);f__Oxalobacteraceae_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_001742	73	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);g__Frigoribacterium(76);g__Frigoribacterium_unclassified(76);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Frigoribacterium	g__Frigoribacterium_unclassified
BacV5_Otu_001743	73	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(98);f__Oxalobacteraceae_unclassified(88);f__Oxalobacteraceae_unclassified(88);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_001745	73	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Nocardioides(100);g__Nocardioides_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Nocardioides	g__Nocardioides_unclassified
BacV5_Otu_001746	72	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(98);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_001748	72	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);f__Sphingomonadaceae_unclassified(69);f__Sphingomonadaceae_unclassified(69);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	f__Sphingomonadaceae_unclassified	f__Sphingomonadaceae_unclassified
BacV5_Otu_001750	72	k__Bacteria(100);p__Acidobacteria(100);c__Acidobacteriia(100);o__Acidobacteriales(100);f__Koribacteraceae(100);g__Candidatus_Koribacter(100);g__Candidatus_Koribacter_unclassified(100);	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	g__Candidatus_Koribacter	g__Candidatus_Koribacter_unclassified
BacV5_Otu_001751	72	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(100);f__Gaiellaceae_unclassified(100);f__Gaiellaceae_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_001752	72	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Aurantimonadaceae(100);f__Aurantimonadaceae_unclassified(94);f__Aurantimonadaceae_unclassified(94);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aurantimonadaceae	f__Aurantimonadaceae_unclassified	f__Aurantimonadaceae_unclassified
BacV5_Otu_001753	72	k__Bacteria(100);p__Acidobacteria(100);c__Solibacteres(100);o__Solibacterales(100);f__Solibacteraceae(100);g__Candidatus_Solibacter(100);g__Candidatus_Solibacter_unclassified(100);	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	g__Candidatus_Solibacter_unclassified
BacV5_Otu_001754	72	k__Bacteria(100);k__Bacteria_unclassified(64);k__Bacteria_unclassified(64);k__Bacteria_unclassified(64);k__Bacteria_unclassified(64);k__Bacteria_unclassified(64);k__Bacteria_unclassified(64);	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_001755	72	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_001756	72	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Mycobacteriaceae(100);g__Mycobacterium(100);g__Mycobacterium_unclassified(87);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	g__Mycobacterium_unclassified
BacV5_Otu_001757	72	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);f__Microbacteriaceae_unclassified(99);f__Microbacteriaceae_unclassified(99);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	f__Microbacteriaceae_unclassified	f__Microbacteriaceae_unclassified
BacV5_Otu_001758	72	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Phyllobacteriaceae(100);g__Mesorhizobium(99);g__Mesorhizobium_unclassified(99);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	g__Mesorhizobium_unclassified
BacV5_Otu_001759	72	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(100);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001761	72	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(85);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_001762	72	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Rhizobiaceae(100);g__Kaistia(100);g__Kaistia_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Kaistia	g__Kaistia_unclassified
BacV5_Otu_001763	72	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);f__Caulobacteraceae(100);f__Caulobacteraceae_unclassified(99);f__Caulobacteraceae_unclassified(99);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	f__Caulobacteraceae_unclassified	f__Caulobacteraceae_unclassified
BacV5_Otu_001764	72	k__Bacteria(100);p__Actinobacteria(100);c__MB-A2-108(100);o__0319-7L14(100);o__0319-7L14_unclassified(100);o__0319-7L14_unclassified(100);o__0319-7L14_unclassified(100);	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__0319-7L14	o__0319-7L14_unclassified	o__0319-7L14_unclassified	o__0319-7L14_unclassified
BacV5_Otu_001765	72	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(94);o__Myxococcales(85);o__Myxococcales_unclassified(85);o__Myxococcales_unclassified(85);o__Myxococcales_unclassified(85);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	o__Myxococcales_unclassified	o__Myxococcales_unclassified	o__Myxococcales_unclassified
BacV5_Otu_001766	72	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(100);f__Haliangiaceae(98);f__Haliangiaceae_unclassified(98);f__Haliangiaceae_unclassified(98);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	f__Haliangiaceae_unclassified	f__Haliangiaceae_unclassified
BacV5_Otu_001767	72	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);o__Rhizobiales_unclassified(84);o__Rhizobiales_unclassified(84);o__Rhizobiales_unclassified(84);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified
BacV5_Otu_001768	72	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Pseudonocardiaceae(96);g__Pseudonocardia(96);g__Pseudonocardia_unclassified(96);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Pseudonocardiaceae	g__Pseudonocardia	g__Pseudonocardia_unclassified
BacV5_Otu_001769	72	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);f__Comamonadaceae_unclassified(89);f__Comamonadaceae_unclassified(89);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_001770	71	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(96);f__Oxalobacteraceae_unclassified(96);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_001771	71	k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(100);o__Flavobacteriales(100);f__Flavobacteriaceae(100);f__Flavobacteriaceae_unclassified(99);f__Flavobacteriaceae_unclassified(99);	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	f__Flavobacteriaceae_unclassified	f__Flavobacteriaceae_unclassified
BacV5_Otu_001772	71	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Beijerinckiaceae(100);g__Beijerinckia(100);g__Beijerinckia_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Beijerinckia	g__Beijerinckia_unclassified
BacV5_Otu_001773	71	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(99);o__Myxococcales(99);f__OM27(99);f__OM27_unclassified(99);f__OM27_unclassified(99);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__OM27	f__OM27_unclassified	f__OM27_unclassified
BacV5_Otu_001774	71	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);c__Alphaproteobacteria_unclassified(100);c__Alphaproteobacteria_unclassified(100);c__Alphaproteobacteria_unclassified(100);c__Alphaproteobacteria_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified
BacV5_Otu_001775	71	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Marmoricola(86);g__Marmoricola_unclassified(86);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Marmoricola	g__Marmoricola_unclassified
BacV5_Otu_001776	71	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(93);f__Microbacteriaceae_unclassified(93);f__Microbacteriaceae_unclassified(93);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	f__Microbacteriaceae_unclassified	f__Microbacteriaceae_unclassified
BacV5_Otu_001777	71	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);g__Acidovorax(67);g__Acidovorax_unclassified(64);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax	g__Acidovorax_unclassified
BacV5_Otu_001778	71	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(92);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
